id,NAME,DESCRIPTION,CATEGORY,EFFECT,VISUAL_DESCRIPTION,CLASS,IMAGES,DEFAULT_IMAGE,VALID,PIXEL_IMAGES,DEFAULT_PIXEL_IMAGE,ATK,DEF,CREATED_AT,UPDATED_AT
356,Oil of the Ancients,"This ancient oil has been passed down through generations, and is said to have powerful magical properties.",magic_item,"When used, this oil grants the user a powerful magical boost.","The oil is a deep, dark green color, and has a thick, viscous texture. It smells of herbs and spices, and has a faint glow to it.",Mystic,,,1,,,,,2023-10-31T08:02:43.923150,
357,Oil of the Ancients,"This ancient oil has been passed down through generations, and is said to have powerful magical properties.",magic_item,Grants the user the ability to cast powerful spells.,"The oil is a deep, dark green color, and has a thick, viscous texture. It has a faint, earthy smell, and glows with a faint, green light.",Mystic,,,1,,,,,2023-10-31T08:02:43.940880,
358,Ointment of Cure Wounds,This magical ointment can be applied to a wound to instantly heal it.,magic_item,Heals wounds instantly,"A small glass jar filled with a thick, green ointment with a faint glow.",Healing,,,1,,,,,2023-10-31T08:02:43.966604,
359,Ointment of Fire Resistance,This ointment grants the user resistance to fire damage.,magic_item,Grants resistance to fire damage.,A small jar of ointment with a red label that reads 'Ointment of Fire Resistance'.,Utility,,,1,,,,,2023-10-31T08:02:43.984410,
360,Ointment of the Ancients,This mysterious ointment is said to have been created by the ancients to grant its user great power.,magic_item,Grants the user increased strength and agility.,"A small glass jar filled with a thick, green ointment with a faint glow.",Mystic,,,1,,,,,2023-10-31T08:02:44.008617,
361,Orb of Energy Spark,This magical orb is filled with a powerful energy that can be used to cast powerful spells.,magic_item,"When used, the caster can cast a powerful spell that deals damage to all enemies in a large area.",The orb is a bright blue color and is surrounded by a swirling aura of energy.,Mage,,,1,,,,,2023-10-31T08:02:44.027948,
362,Orb of Energy's Radiant Spark,This magical orb radiates with a powerful energy that can be used to empower spells and enchantments.,magic_item,"When used, this orb grants the caster a bonus to their spellcasting ability.","The orb is a bright, glowing sphere of light that pulses with a vibrant energy.",Arcane,,,1,,,,,2023-10-31T08:02:44.044971,
363,Orcish Warlord,"A powerful Orcish leader, the Warlord commands his troops with an iron fist.",creature,Gain +2 Attack and +2 Health for each Orc you control.,"A large, muscular Orc wearing heavy armor and wielding a massive axe. He has a fierce expression and a commanding presence.",Warrior,,,1,,,,,2023-10-31T08:02:44.061869,
364,Ori's Blessing,"A blessing from the gods, Ori's Blessing grants the user a powerful shield of protection.",creature,Gain a shield that absorbs up to 10 damage.,"A bright light shines down from the heavens, enveloping the user in a protective shield of light.",Paladin,,,1,,,,,2023-10-31T08:02:44.080167,
365,Pata-Fury,A powerful creature that can unleash a devastating fury of attacks.,attack_item,"When this card is summoned, all enemy creatures lose 500 ATK and DEF.",A humanoid figure with a large sword in one hand and a shield in the other. Its body is covered in armor and its face is hidden behind a helmet with a menacing expression.,Warrior,,,1,,,,,2023-10-31T08:02:44.106001,
366,Pauldrons of the Ancient Guardian,These ancient pauldrons were once worn by a powerful guardian of the realm. They are imbued with powerful magical properties that can protect the wearer from harm.,defense_item,Grants the wearer +2 Armor and +2 Health.,The pauldrons are made of a dark metal and have intricate designs etched into them. They are adorned with a large gemstone in the center that glows with a faint blue light.,Armor,,,1,,,,,2023-10-31T08:02:44.128152,
367,Pauldrons of the Ancient Warrior,These ancient pauldrons were worn by a legendary warrior in a forgotten age. They are said to grant the wearer immense strength and courage.,defense_item,Grants the wearer increased strength and courage.,"The pauldrons are made of a dark metal, with intricate designs etched into them. They are adorned with a red gem in the center, and have a large, imposing shape.",Warrior,,,1,,,,,2023-10-31T08:02:44.151473,
368,Pegasus of the Sky,"A powerful winged horse from the heavens, Pegasus of the Sky is a force to be reckoned with.",creature,"When this card is summoned, all other cards on the field gain +2 attack and +2 defense.","Pegasus of the Sky is a majestic white horse with wings of pure light. Its eyes are a deep blue, and its mane and tail are made of stars.",Divine,,,1,,,,,2023-10-31T08:02:44.180829,
369,Phoenix of the Burning Sky,"A powerful creature of the sky, the Phoenix of the Burning Sky is a force to be reckoned with. It is said to be able to rise from the ashes of its own destruction, and its fiery wings can scorch the earth with its heat.",creature,"When Phoenix of the Burning Sky enters the battlefield, it deals 3 damage to target creature or player.","A large, majestic bird with bright red and orange feathers, its wings spread wide and its beak open in a cry of defiance. Its eyes are a deep, burning yellow, and its talons are sharp and ready to strike.",Legendary Creature,,,1,,,,,2023-10-31T08:02:44.207672,
370,Pike of the Deep,"A powerful weapon of the deep sea, this pike is said to be able to control the tides and summon the creatures of the depths.",attack_item,Summons creatures of the deep sea and controls the tides.,"A long, silver pike with a curved blade and a handle made of a deep blue coral. The handle is adorned with a large pearl at the end, and the blade is etched with ancient runes.",Weapon,,,1,,,,,2023-10-31T08:02:44.241112,
371,Pike of the Deep,"A powerful weapon of the deep sea, this pike is said to be able to control the tides and summon the creatures of the depths.",attack_item,Summons creatures of the deep sea.,"A long, silver pike with a curved blade and a handle made of a deep blue coral. The handle is adorned with a large pearl at the end, and the blade is etched with ancient runes.",Weapon,,,1,,,,,2023-10-31T08:02:44.266031,
372,Pixie's Blessing,A magical blessing bestowed upon you by a benevolent pixie.,creature,Restore 5 Health to a friendly character.,"A small, glowing pixie appears in front of the target character, and a beam of light radiates from its hands, restoring the character's health.",Spell,,,1,,,,,2023-10-31T08:02:44.289925,
373,Pixie's Spark,A magical spark that can be used to cast powerful spells.,creature,Deals X amount of damage to target enemy.,A bright spark of magical energy that glows with a rainbow of colors.,Spell,,,1,,,,,2023-10-31T08:02:44.310084,
374,Plasma Blaster,A powerful weapon that fires a concentrated beam of plasma energy.,attack_item,Deals heavy damage to a single target.,"A large, bulky gun with a glowing blue barrel and a long handle.",Weapon,,,1,,,,,2023-10-31T08:02:44.330255,
375,Plate Armor Knight,"A knight clad in heavy plate armor, ready to defend the kingdom.",defense_item,Gain +2 attack and +2 defense.,"A knight wearing a full suit of plate armor, with a shield and sword in hand.",Warrior,,,1,,,,,2023-10-31T08:02:44.347718,
376,Plate Mail Guardian,A powerful guardian made of plate mail armor that defends its allies from harm.,defense_item,Gain +2 Armor and +2 Health for each friendly minion on the battlefield.,"A large humanoid figure made of plate mail armor, standing tall and proud with a shield and sword in hand, ready to defend its allies.",Warrior,,,1,,,,,2023-10-31T08:02:44.363961,
377,Plate Mail Guardian,A powerful guardian made of plate mail armor that defends its allies from harm.,defense_item,Gain +2 Armor and +2 Health for each friendly creature on the battlefield.,"A large humanoid figure made of plate mail armor, standing tall and proud with a shield and sword in hand, ready to defend its allies.",Warrior,,,1,,,,,2023-10-31T08:02:44.384842,
378,Potion of Flying,This potion grants the drinker the ability to fly for a short period of time.,magic_item,Grants the drinker the ability to fly for a short period of time.,The potion is a bright blue liquid contained in a small glass vial with a cork stopper. The liquid swirls and sparkles with magical energy.,Magic Item,,,1,,,,,2023-10-31T08:02:44.404185,
379,Potion of Healing Elixir,This potion is a powerful elixir that can heal any wound or ailment.,magic_item,Heals any wound or ailment.,"The potion is a glowing blue liquid contained in a small glass vial with a cork stopper. The liquid has a faint, sweet smell.",Healing,,,1,,,,,2023-10-31T08:02:44.423834,
380,Potion of Rejuvenation,"This potion restores the drinker's health and energy, allowing them to fight on with renewed vigor.",magic_item,Restores health and energy.,A glowing blue liquid contained in a glass vial with a cork stopper.,Consumable,,,1,,,,,2023-10-31T08:02:44.482139,
381,Potion of Rejuvenation,"This potion restores the drinker's vitality, healing them for a moderate amount of health.",magic_item,Heals the drinker for a moderate amount of health.,A small glass bottle filled with a glowing blue liquid.,Consumable,,,1,,,,,2023-10-31T08:02:44.513704,
382,Potion of Winged Flight,This potion grants the drinker the ability to fly for a short period of time.,magic_item,Grants the drinker the ability to fly for a short period of time.,"The potion is a bright blue liquid contained in a small glass vial. When the potion is consumed, the drinker's body is surrounded by a faint blue aura.",Potion,,,1,,,,,2023-10-31T08:02:44.538613,
383,Powder of Illusionary Dream,This magical powder can be used to create illusions that can fool even the most experienced of adventurers.,magic_item,Creates an illusion that can fool any creature.,The powder is a light blue color and sparkles in the light. It has a sweet smell and a faint hint of magic.,Spell,,,1,,,,,2023-10-31T08:02:44.559798,
384,Powder of Illusionary Dream,"This magical powder can be used to create illusions of any kind, allowing the user to manipulate the minds of those around them.",magic_item,Creates illusions of any kind.,The powder is a light blue color and sparkles in the light. It is contained in a small glass vial with a cork stopper.,Spell,,,1,,,,,2023-10-31T08:02:44.579213,
385,Powder of Illusionary Dreams,This magical powder can be used to create illusions that will last for a short period of time.,magic_item,Creates an illusion that will last for a short period of time.,The powder is a light blue color and sparkles in the light. It has a sweet smell and a faint hint of magic.,Spell,,,1,,,,,2023-10-31T08:02:44.597181,
386,Powder of Levitation Card,This card allows the user to levitate for a short period of time.,magic_item,The user is able to levitate for a short period of time.,"The card is a light blue color with a white powdery substance in the center. The powder is swirling around in a circle, giving the impression of levitation.",Spell,,,1,,,,,2023-10-31T08:02:44.646561,
